"";"name";"genre";"subscribers";"videos";"views";"lastvideo";"link"
"553";"KrunoKovacevic2";"Sports";8410;23;1410000;"2020-05-23";"http://www.youtube.com/channel/UCHKz8PtcQmcmn4CG9kRbI7A"
"554";"Reboot magazine";"Gaming";8400;573;2920000;"2021-05-20";"http://www.youtube.com/channel/UCNXYuKvvLWOOhCqQ5gyVA3Q"
"555";"NIVEA Hrvatska";"People & Blogs";8390;417;83400000;"2021-05-14";"http://www.youtube.com/channel/UCKXHvL_Gsk_TMK9hDBpiofQ"
"556";"Alexo Music OFFICIAL";"Music";8360;50;3430000;"2021-05-11";"http://www.youtube.com/channel/UCl7maBZUm2zZ-yKpfQFBoWQ"
"557";"Islamska zajednica u Hrvatskoj";"Education";8290;960;4870000;"2021-05-10";"http://www.youtube.com/channel/UCY9-9lGSFlaNMXlfHVQTWdw"
"558";"Smooth Wave Smooth Jazz";"Music";8270;88;6260000;"2019-12-07";"http://www.youtube.com/channel/UCXTKe9ZSX2GA9BHUKNv_6KQ"
"559";"Internet TV Hrvatskoga sabora";"News & Politics";8050;1088;4290000;"2021-05-10";"http://www.youtube.com/channel/UCZPtjvmbCqm2Wbl2FCsXb4Q"
"560";"FCMore";"Gaming";8050;277;4200000;"2020-08-22";"http://www.youtube.com/channel/UC1QJyOxBt748mwsUP9dRp7A"
"561";"Majushka music";"Music";8040;7;5240000;"2020-03-11";"http://www.youtube.com/channel/UCx7tRRqqRwudA3kH-tLIPuA"
"562";"Zmajevo Gnijezdo";"Entertainment";8000;148;505000;"2020-12-30";"http://www.youtube.com/channel/UCgxFkX7K80hdLdFLkjkeO_A"
"563";"Karla Lucija";"People & Blogs";7980;202;623000;"2021-04-29";"http://www.youtube.com/channel/UC6U6JNl-mDk5ru_E-9SYFZw"
"564";"DlE RICH";"Music";7970;35;5560000;"2021-03-19";"http://www.youtube.com/channel/UCWyHpAWUlRrIt2benQvI1Xg"
"565";"888freehumanity";"Education";7940;606;3570000;"2021-05-19";"http://www.youtube.com/channel/UCmqc5BvXTA0FGdfYGjSt8MA"
"566";"Zetris";"Gaming";7930;508;4730000;"2021-05-10";"http://www.youtube.com/channel/UCpxmJQbKaqhZHp1WDRMGn3w"
"567";"V-Lover Zauvijek";"Film and Animation";7880;63;4680000;"2020-05-18";"http://www.youtube.com/channel/UCGL9kj0IADVezXqw7HFFQrw"
"568";"Wolf";"Gaming";7810;329;1090000;"2021-05-10";"http://www.youtube.com/channel/UCNk3Q_dNucPG40dQ-Wt8yAQ"
"569";"Vindija";"Entertainment";7800;83;12600000;"2021-04-20";"http://www.youtube.com/channel/UCXXItyuf7BDpycqOu8VlAbQ"
"570";"Dobre Ideje";"Film and Animation";7790;118;1280000;"2020-06-03";"http://www.youtube.com/channel/UCYLXRTyg-O7j6FMas3HW4xQ"
"571";"Agroklub";"Entertainment";7780;1609;5050000;"2021-05-21";"http://www.youtube.com/channel/UCVrUUWqQ9ql_wekosrYaamw"
"572";"Ena Rajic Official";"Entertainment";7780;148;509000;"2021-05-02";"http://www.youtube.com/channel/UCVhHo_ewyEOOyZqU5MQJZSg"
"573";"dusanmisic1";"Music";7660;2309;6430000;"2020-02-17";"http://www.youtube.com/channel/UCv_EnWTCXEgQ0paRzf2H3Aw"
"574";"Filip Dropulic";"Sports";7620;66;866000;"2021-04-19";"http://www.youtube.com/channel/UCC-xH8M6mPVa5ay1TNk01yQ"
"575";"Rockshow2oo8";"Gaming";7600;100;5750000;"2016-12-01";"http://www.youtube.com/channel/UCVAcOMfo3StSxhLGwlSxqwQ"
"576";"Nekko";"Entertainment";7560;18;2290000;"2021-04-14";"http://www.youtube.com/channel/UCXnixOoX1OwhqHgUujZzbpg"
"577";"Jax Teller";"Music";7520;142;5770000;"2020-08-20";"http://www.youtube.com/channel/UC1lRCBEy0uPGrYf6RV0romQ"
"578";"Instruktor Trulac";"Autos & Vehicles";7520;139;1690000;"2021-05-29";"http://www.youtube.com/channel/UCtHtHhCVOyUTQDgemhL_Zrw"
"579";"KOKTELSIFANZONE";"Music";7500;464;9140000;"2021-04-11";"http://www.youtube.com/channel/UC6o4ZuBE6zY98YtYiGKzkcA"
"580";"OneDelirious";"Music";7480;2047;2620000;"2021-06-17";"http://www.youtube.com/channel/UCCo7FfFes4GsP6GX-SI-neQ"
"581";"GymBeam HR";"Sports";7470;176;3130000;"2021-03-08";"http://www.youtube.com/channel/UCyCCM8kLytNavZfohdI7kWw"
"582";"TomislavSaricMusic";"Music";7450;8;228000;"2018-02-15";"http://www.youtube.com/channel/UCGfr0Ttx19qj2dy9mtM-lyg"
"583";"Lipstick's blade";"People & Blogs";7420;59;328000;"2020-01-11";"http://www.youtube.com/channel/UC3Pm04ACYgR64kgzab-xXVg"
"584";"Marjan T.";"Music";7390;243;7500000;"2017-08-25";"http://www.youtube.com/channel/UCOlzHndzs2k0Y30Nn2Y7JwA"
"585";"Yomi";"People & Blogs";7330;93;4410000;"2020-07-12";"http://www.youtube.com/channel/UCgMh1i5c9LYnWVsmtyWv32A"
"586";"Baæa";"Gaming";7280;190;14800000;"2020-05-06";"http://www.youtube.com/channel/UCw1zMLzInq9vHnHdBSZaBiQ"
"587";"BugTV";"Science & Technology";7250;732;1970000;"2021-05-06";"http://www.youtube.com/channel/UCrogte8JZ06qmIQZ0h7JoGg"
"588";"Riksha";"Gaming";7200;202;1060000;"2019-02-05";"http://www.youtube.com/channel/UCxg41Rq53nHgoYP0qBFGpAA"
"589";"FrazeFX";"Entertainment";7090;133;592000;"2020-05-17";"http://www.youtube.com/channel/UCGVtF_hJAz8ypM1AffcH4HQ"
"590";"8D BALKAN";"Music";7080;141;1120000;"2021-04-10";"http://www.youtube.com/channel/UCBIkPq-CWDRrgOimZoCykpA"
"591";"Fitness.com.hr";"Howto & Style";7060;369;1420000;"2021-05-11";"http://www.youtube.com/channel/UCm6KCh3ya55Ptm6MvPB5dew"
"592";"Mama Veganka";"Howto & Style";6980;89;568000;"2021-02-10";"http://www.youtube.com/channel/UC6ENXH-BywTN4wfa3uOk52w"
"593";"Silente";"Music";6980;23;3550000;"2021-04-29";"http://www.youtube.com/channel/UCJ54aJ0Ayb0NrzdYdPolCAw"
"594";"ITSKRISTIJAN";"Entertainment";6950;1;423000;"2016-06-03";"http://www.youtube.com/channel/UC7PsQhbHMUs4r1aMfYiKenw"
"595";"Outdoors Croatia";"People & Blogs";6920;147;1060000;"2021-05-19";"http://www.youtube.com/channel/UC_iQVqnMW91RPAl2o_vnr_w"
"596";"SN tv Sport nedjeljom";"Sports";6860;6153;11500000;"2021-05-22";"http://www.youtube.com/channel/UCNkkoIHG4LZEopeXBw0Y0iw"
"597";"Hardstyle Universe I HardEditz I";"Music";6860;69;1850000;"2021-04-26";"http://www.youtube.com/channel/UCqYpLzg-pnsjWpGBMeIKVyQ"
"598";"KINGARE";"Gaming";6830;162;257000;"2020-05-14";"http://www.youtube.com/channel/UC0VTorE8fxQUNb9_Y1svMRw"
"599";"Mile Kekin Official";"People & Blogs";6820;23;4020000;"2020-06-18";"http://www.youtube.com/channel/UC6JGIHNina7kNqsQ9F1ifhQ"
"600";"Europska komisija Hrvatska";"Education";6790;359;796000;"2021-05-26";"http://www.youtube.com/channel/UCjzz2qC3Fe4pMbo1_9SRnYw"
"601";"Maybelline NY Hrvatska";"Howto & Style";6790;17;813000;"2021-04-16";"http://www.youtube.com/channel/UCPd2t1OV1-E-doAPw64Xc9g"
"602";"Alen Kraljiæ";"Sports";6780;39;3610000;"2021-01-04";"http://www.youtube.com/channel/UC59qLGaJKjrM0Rw1yS3B8nw"
"603";"Valentino Boskovic";"Music";6710;37;2920000;"2021-03-23";"http://www.youtube.com/channel/UCrITWs8fNBRMcUWg27Rhovg"
"604";"Powered By Biljke";"People & Blogs";6700;102;576000;"2021-03-08";"http://www.youtube.com/channel/UCNuLfn-Q5nscMHXalGGTCxQ"
"605";"Peti element";"Education";6680;175;652000;"2021-03-30";"http://www.youtube.com/channel/UCKpe9xqJrj55SxWX_wMpesQ"
"606";"Ledo";"Howto & Style";6680;272;18600000;"2021-05-12";"http://www.youtube.com/channel/UCWzDrh6dkihJcoAteEGAFig"
"607";"mat1jaczyyy";"Music";6660;115;1070000;"2020-12-23";"http://www.youtube.com/channel/UClROoR-1H9SPRk2f8ujJCfw"
"608";"Outlook Festival";"Music";6610;125;2790000;"2021-05-05";"http://www.youtube.com/channel/UCj5qx-Kf98N7LBneay9Ig5Q"
"609";"CRO91";"Nonprofits & Activism";6600;307;5750000;"2021-03-19";"http://www.youtube.com/channel/UC9SKHxa-QKuzme6WRyD6hQg"
"610";"Nojzara";"Gaming";6600;317;164000;"2020-09-01";"http://www.youtube.com/channel/UCicL527IqMA0Yh30Cda1Fcg"
"611";"angrygoran";"Pets & Animals";6550;44;123000;"2016-09-16";"http://www.youtube.com/channel/UC6254fp4lUXIEwqeb8_Jv5A"
"612";"mozartofbasketball";"Sports";6540;719;8100000;"2020-05-14";"http://www.youtube.com/channel/UCFmYo-_18ZZOKQYL7b4d41A"
"613";"Oktanski Sindrom";"Entertainment";6520;124;1140000;"2021-05-12";"http://www.youtube.com/channel/UCz59Fk-FXWSdTR0Sya57BuA"
"614";"Sy Gla";"Gaming";6490;11;3030000;"2019-11-27";"http://www.youtube.com/channel/UCq1PRD3CB28JHvx1NSqB8tg"
"615";"LeLan";"Gaming";6440;288;299000;"2021-01-25";"http://www.youtube.com/channel/UCCEYO9HSjFtzSS37DOHrcOw"
"616";"Moj keks design";"People & Blogs";6380;509;1560000;"2021-05-22";"http://www.youtube.com/channel/UCWc5NEJg20G4QQcp1Na6ixw"
"617";"agadmator's Other Channel";"Gaming";6360;41;155000;"2020-08-02";"http://www.youtube.com/channel/UCDKefsd8PMI0FXHwPi5yscg"
"618";"NokiaMob";"Science & Technology";6340;359;1610000;"2020-12-16";"http://www.youtube.com/channel/UCGcAaEnOGwk89ChEzpbhwtQ"
"619";"Cronaticâ<U+0084>c";"Entertainment";6340;244;1550000;"2021-04-23";"http://www.youtube.com/channel/UC0i6H7FsFqJwwWRDV8j3VMQ"
"620";"KreatorTV";"Sports";6340;795;1740000;"2021-05-14";"http://www.youtube.com/channel/UCiQZSmQRIbrcRh5mlaZxvvg"
"621";"RLH";"Film and Animation";6340;0;2620;"2020-10-03";"http://www.youtube.com/channel/UCj8Hjw1TLm9aT-BccMzT7dQ"
"622";"BREC";"Entertainment";6300;39;26100;"2020-09-10";"http://www.youtube.com/channel/UC1qlrQIkn6snmV6Nr7pc7oA"
"623";"Gordan Stojiæ";"News & Politics";6280;678;3420000;"2021-05-20";"http://www.youtube.com/channel/UCjZ4egp4Zi2ORUWV4xbdLVQ"
"624";"Fishing Croatia";"Sports";6270;46;4090000;"2021-04-07";"http://www.youtube.com/channel/UCpYZjv2LTYz6BBn9iJTAWiA"
"625";"Majstor Djura";"Gaming";6260;1285;423000;"2021-02-27";"http://www.youtube.com/channel/UCfPQfCRyoNImTCFrYsWTeGw"
"626";"Dj-Moljac";"Gaming";6250;960;357000;"2021-04-24";"http://www.youtube.com/channel/UCINpb9gqGhVII4MD2wLjZoA"
"627";"Skeltano - Genshin Guru";"Gaming";6250;134;798000;"2020-11-15";"http://www.youtube.com/channel/UC1n78xflLSiBdlYogm3dFWA"
"628";"AdastraBand";"Music";6210;154;8510000;"2021-04-18";"http://www.youtube.com/channel/UCpdbWeFp1VuBKp4Z0cmrl6g"
"629";"The Marta";"Gaming";6180;90;82500;"2021-02-02";"http://www.youtube.com/channel/UCRdwo39SJZnnWkG-zNBv5Fw"
"630";"Vindicat";"Film and Animation";6150;30;2960000;"2020-08-29";"http://www.youtube.com/channel/UCdl--r9hcoOW0AUJtRM6gkQ"
"631";"Zixter";"Music";6130;17;1270000;"2014-05-19";"http://www.youtube.com/channel/UCD8u2Zcw5JjHMu5KmV9MSJA"
"632";"MLADEN GRDOVIÆ- CROREC OFFICIAL";"Music";6080;89;5540000;"2021-04-13";"http://www.youtube.com/channel/UCfb23sdWRwv960geSlpVxLw"
"633";"Flowdeep TDKM";"Music";6070;307;4100000;"2021-04-27";"http://www.youtube.com/channel/UCEOxyPmbIXVNviHXHvhpXzA"
"634";"DARE TV";"People & Blogs";6070;68;859000;"2021-04-11";"http://www.youtube.com/channel/UCtS6fWMgV14moij1o7Vr-ig"
"635";"Ma Nemoj";"Entertainment";6060;26;151000;"2021-05-04";"http://www.youtube.com/channel/UCY3tV2O-wZwKrfPnSf4l2Cg"
"636";"ThatKris";"Entertainment";6020;60;293000;"2021-03-30";"http://www.youtube.com/channel/UCfI9s8MeW3DaPTqAZ5pubIg"
"637";"Kikachu";"Gaming";5990;53;3320000;"2021-06-07";"http://www.youtube.com/channel/UCutUDiDXKH-T3tyT6tpRKyA"
"638";"DSN Digital Sport Network";"Sports";5960;23943;3970000;"2021-05-15";"http://www.youtube.com/channel/UCFlEFYiUj_u1gl26P9M6glQ"
"639";"DocumentaryM";"Film and Animation";5910;163;1530000;"2021-04-28";"http://www.youtube.com/channel/UCi9e2RlF1-lct9Algt9DKOA"
"640";"BW Tactic";"Sports";5900;11;215000;"2021-01-27";"http://www.youtube.com/channel/UCmvIq4k2fXq3EWv1LLekKhQ"
"641";"Sfinga Recording";"Music";5890;91;659000;"2021-04-07";"http://www.youtube.com/channel/UC4Gd3AWI9vGWEw7JDT0vZyQ"
"642";"Sansen's kutak";"Gaming";5880;64;191000;"2021-02-21";"http://www.youtube.com/channel/UCz5FyHEGp9aSBwArJFA5vDQ"
"643";"cursethestars";"Film and Animation";5830;271;1800000;"2021-05-07";"http://www.youtube.com/channel/UCurCii1kyrK9S8KvBDA--Lw"
"644";"Danijel Švec";"Sports";5790;17;466000;"2017-02-02";"http://www.youtube.com/channel/UCzcCtqOrtCBb69d1j_1PbYw"
"645";"Domy";"Sports";5770;118;321000;"2021-01-31";"http://www.youtube.com/channel/UCxGfxDt29ogA2pYJzM0Y0xA"
"646";"CROPIX";"People & Blogs";5750;7081;7350000;"2021-06-14";"http://www.youtube.com/channel/UCNChNNAQbw11tRkUgZaV_Og"
"647";"Marijo Gašparoviæ";"Gaming";5690;389;1580000;"2021-03-06";"http://www.youtube.com/channel/UCicEg8qW2QSCVbQJlUXQmJA"
"648";"Johnny Valente";"Gaming";5650;130;444000;"2020-04-21";"http://www.youtube.com/channel/UCEc08fQqqBrJKxDEDm6Mdww"
"649";"Muzicki Vremeplov";"Music";5630;2251;3620000;"2021-04-18";"http://www.youtube.com/channel/UCJ_7W5pbsgWjpBfj2shXyIw"
"650";"Orion info";"Entertainment";5600;192;2070000;"2021-04-17";"http://www.youtube.com/channel/UCLuAQgIVcwghEcqb--UsHCg"
"651";"TVZ - Televizija Zapad";"Entertainment";5580;8022;2670000;"2021-05-18";"http://www.youtube.com/channel/UCV1qL2Hfu7RGywRNcACZOVA"
"652";"ONI Kanal";"Music";5570;103;3210000;"2020-06-07";"http://www.youtube.com/channel/UCnPRoy1h2IzDPIUUfp8qB2A"
"653";"Maja & Marko";"Entertainment";5500;687;2740000;"2021-05-21";"http://www.youtube.com/channel/UCFyWqbEkWPULVD70PguLmgQ"
"654";"Eva Gale";"Comedy";5480;1448;3640000;"2021-05-23";"http://www.youtube.com/channel/UCCRO9IHAtoMNji6nzhzHoIw"
"655";"D Everything";"Science & Technology";5480;10;401000;"2020-11-26";"http://www.youtube.com/channel/UClTj3mnZRqOCAswOY-5OwJw"
"656";"Leto AJ";"Film and Animation";5440;61;4180000;"2021-05-01";"http://www.youtube.com/channel/UC3ZyrnKQIRfPejP5hGHqxeg"
"657";"Mladen Sraga";"Education";5440;2621;5300000;"2021-06-24";"http://www.youtube.com/channel/UC_OImhcINU0KEQhZ-64S-eQ"
"658";"Ivan Martiæ Ivica";"Music";5420;66;4050000;"2021-02-11";"http://www.youtube.com/channel/UCLGmW_4Utw6O1gGsQbWy1pA"
"659";"TheTonibuc";"Music";5360;975;4920000;"2021-03-22";"http://www.youtube.com/channel/UCdHHbIW4rg56LpSuwKLUt4w"
"660";"MagicBus173";"Music";5360;3827;4950000;"2021-06-16";"http://www.youtube.com/channel/UCNsJNedC9-W0CNNZ8uezFmw"
"661";"Mauro Staraj Official";"Music";5350;93;5240000;"2020-12-05";"http://www.youtube.com/channel/UCsqu3D8TquQVFXP874xyNow"
"662";"Danc 2001";"Gaming";5280;150;519000;"2021-04-04";"http://www.youtube.com/channel/UCnFqJrsP-QDIyz3pa_O1n9A"
"663";"Instaclock";"Gaming";5240;297;4520000;"2016-10-05";"http://www.youtube.com/channel/UCl-RHoh1hhaMI9LCK05T3OQ"
"664";"Dalmatinski portal";"People & Blogs";5230;3354;17800000;"2021-06-19";"http://www.youtube.com/channel/UC5nXIgGn_OYcSeqGmRAUaSg"
"665";"Sjeme d.o.o.";"Education";5230;90;2040000;"2021-05-10";"http://www.youtube.com/channel/UC9TF4VoL6lHuydaqV9eyT9w"
"666";"xShamso69x";"Music";5210;54;2740000;"2021-03-10";"http://www.youtube.com/channel/UClN1N0l4sYHWZna5eJzU6Tw"
"667";"KarliXon";"Entertainment";5190;413;1060000;"2021-04-22";"http://www.youtube.com/channel/UC9urQN4FYDPzjxcz9A475zg"
"668";"Dominic";"Gaming";5190;294;263000;"2020-11-18";"http://www.youtube.com/channel/UCgMmxpsEIfx3NTmufLvqD6A"
"669";"Lea Zednik";"Howto & Style";5170;57;435000;"2020-04-05";"http://www.youtube.com/channel/UCLFLxKNSc4VQjTTChPg7tYg"
"670";"Dubrovaèka televizija";"News & Politics";5160;18055;4050000;"2021-05-16";"http://www.youtube.com/channel/UChAZr0FTYMGbufl1g1i7QZw"
"671";"Roxtar";"Music";5140;103;918000;"2021-05-16";"http://www.youtube.com/channel/UCM9Fi6mO84u0pP_uSZ4kD4A"
"672";"Mr_Adry";"Gaming";5100;50;136000;"2021-02-09";"http://www.youtube.com/channel/UCA4-mrPL9CkhTCT2AsqbCZw"
"673";"Dominik Luèiæ";"Music";5080;7;1300000;"2021-04-04";"http://www.youtube.com/channel/UCbWywK1TDJoqFRK29OAIzuw"
"674";"Silvio Stubliæ";"Entertainment";5080;1;56;"2020-10-28";"http://www.youtube.com/channel/UCx6xZ20sjtxP1KST1ClFY3Q"
"675";"Tom.K";"Science & Technology";5040;234;1790000;"2021-03-28";"http://www.youtube.com/channel/UCNQ04hTmvzi3gsx0fF4b2cg"
"676";"Destiæ";"Gaming";5020;174;254000;"2021-04-18";"http://www.youtube.com/channel/UCWeLeXzfYtEYVyE3WXkxXZw"
"677";"Velimir Gašpariæ";"Science & Technology";5000;221;2290000;"2021-02-14";"http://www.youtube.com/channel/UCd-yZX3HAZKuWSVZ1iKsYug"
"678";"Pointers Travel Croatia";"Travel & Events";5000;364;1700000;"2021-05-10";"http://www.youtube.com/channel/UCJ1xiR5AywoKQpOHgiRgoOg"
"679";"drix";"Entertainment";5000;53;54300;"2021-04-10";"http://www.youtube.com/channel/UClg5VHWDlAxdJcjI1qJcmkg"
"680";"Explore Croatia";"Film and Animation";4990;284;1560000;"2021-06-08";"http://www.youtube.com/channel/UCevCkqLJ5bx45z9JDoYzFCA"
"681";"FV Design";"Gaming";4970;106;2120000;"2021-05-09";"http://www.youtube.com/channel/UCHYVE-so9Ub3tFckKx9q0uw"
"682";"Maja";"People & Blogs";4930;7;25600;"2021-01-19";"http://www.youtube.com/channel/UCAKGOYTQIM5FKeE-feOh95A"
"683";"Ante Glavina";"Music";4920;232;870000;"2021-05-24";"http://www.youtube.com/channel/UCGUd0HxRfWEP1aMGWODaVDg"
"684";"ROBG_King SerberuS";"Gaming";4910;126;35100;"2021-05-22";"http://www.youtube.com/channel/UC5MVZvn83sC8TQ8htwf2Y6Q"
"685";"EZ Tutorials";"Howto & Style";4880;315;2180000;"2021-04-25";"http://www.youtube.com/channel/UCP7I8JdA-r7Q9iH_apWv9Kg"
"686";"Frane Jerèiæ";"Education";4830;147;501000;"2021-03-18";"http://www.youtube.com/channel/UCW_XEo7bnu-sDjYeLHFFF9Q"
"687";"Society Of Gaming";"Gaming";4760;551;1320000;"2021-06-25";"http://www.youtube.com/channel/UCakbS4qqUzGpRA0j3-rAf3A"
"688";"Samsung Hrvatska";"Science & Technology";4740;556;34600000;"2021-06-23";"http://www.youtube.com/channel/UCLtCAYMG_x52ysStVXupb6g"
"689";"138Art";"Howto & Style";4730;0;0;"2020-05-03";"http://www.youtube.com/channel/UC1SMFjbqpHqfrsBPSLdD08g"
"690";"Vichy";"Gaming";4700;262;177000;"2021-03-13";"http://www.youtube.com/channel/UCt7AH8TteMxpeQ5NTCIZA-g"
"691";"Iva Mamilovic";"Howto & Style";4690;158;581000;"2016-12-05";"http://www.youtube.com/channel/UCrIfHYj_VymzT7zDW-mHdYQ"
"692";"Juraj Katalinic";"Entertainment";4650;25;11300000;"2020-05-18";"http://www.youtube.com/channel/UCjvPjDFaU6ok7nFt2h1Es6Q"
"693";"Mali Princ";"Education";4650;60;2030000;"2020-04-17";"http://www.youtube.com/channel/UC5HrMk_QkELANwWlmYoyuog"
"694";"Tall Lifts";"Sports";4630;50;406000;"2021-03-16";"http://www.youtube.com/channel/UCdz9B8lwBrscW4y0YF2cFRA"
"695";"MakeMake Pictures";"News & Politics";4610;92;4830000;"2021-04-16";"http://www.youtube.com/channel/UCIKxvp_oJgp5k1oeoaab6ow"
"696";"Zbor Crescendo";"Music";4570;43;3150000;"2020-02-16";"http://www.youtube.com/channel/UCnTEaPTpljwAvd05A0PSo6Q"
"697";"Nemam Imena";"Gaming";4570;274;544000;"2020-05-02";"http://www.youtube.com/channel/UC2TzHY5QxcKZ4bz12ZyXhbw"
"698";"Sendi Smoljo Photography";"Nonprofits & Activism";4560;143;9010000;"2020-12-28";"http://www.youtube.com/channel/UCMHlyozlH63K7SRqiDJqTdQ"
"699";"Zašto Èista Istina";"Education";4530;1498;2770000;"2021-05-20";"http://www.youtube.com/channel/UCPt9YhYVGI7_MRHrlq4ZfeA"
"700";"Telegram.hr";"News & Politics";4530;200;4360000;"2021-05-16";"http://www.youtube.com/channel/UCV_gCZEP2ikrjZVTRulR7sw"
"701";"Visit Istria";"Travel & Events";4520;384;2670000;"2021-05-11";"http://www.youtube.com/channel/UCZ5-3LW0ps6gZFMc-gY0KKg"
"702";"Jojer";"Gaming";4490;120;276000;"2020-05-24";"http://www.youtube.com/channel/UCSXcT_Pf-jRUT9QJKzVCK4Q"
"703";"Goran Vidov";"Music";4440;44;815000;"2020-07-29";"http://www.youtube.com/channel/UCev7F4f9TTvNWNNcyP99zsg"
"704";"fullachtuber";"Entertainment";4430;42;2200000;"2020-08-13";"http://www.youtube.com/channel/UC8aBY03qCMe_gsF4-NivRUQ"
"705";"DUMP";"Education";4360;86;350000;"2021-03-05";"http://www.youtube.com/channel/UC7PMtpZobjWu84C-x_nRW5w"
"706";"ZAKON PRIVLACENJA Tajana Brticevic";"Entertainment";4360;39;1450000;"2020-10-20";"http://www.youtube.com/channel/UC7zaGEyFL8QCJLXhIIJ7JYA"
"707";"szebes9";"Music";4340;355;5710000;"2021-03-13";"http://www.youtube.com/channel/UCZ5mT_eyTotOFIRNKLndeiA"
"708";"Cro Pirotehnika";"Entertainment";4340;75;915000;"2021-01-04";"http://www.youtube.com/channel/UCLmZlpk1bsu8pVep6VdjZTw"
"709";"Tihomir Kožina Tihy";"Music";4340;62;922000;"2020-11-24";"http://www.youtube.com/channel/UCpGpD345-19YCDkW_K4P-Wg"
"710";"PravnikPutnik";"Travel & Events";4330;13;168000;"2020-10-27";"http://www.youtube.com/channel/UC4n1ssZmFhxaw2LiwGJDu_A"
"711";"Igor Kostelac";"Science & Technology";4310;283;420000;"2021-03-21";"http://www.youtube.com/channel/UC-znB3aOsEg-6kBosQ13Fpw"
"712";"Hard Island";"Travel & Events";4310;65;867000;"2020-02-17";"http://www.youtube.com/channel/UCzuVDoWKaG4FvcIqPmEvrmg"
"713";"alacsk8";"Gaming";4310;77;1280000;"2019-12-23";"http://www.youtube.com/channel/UC4-z-88HmBUqHSyGFxJuu4w"
"714";"dinamo";"Sports";4290;240;4460000;"2021-04-28";"http://www.youtube.com/channel/UCKRfAClOn6ltYjwtW5oy0tg"
"715";"Netokracija";"Science & Technology";4280;296;449000;"2021-05-06";"http://www.youtube.com/channel/UCrolbzqlzSeLTH624wKbtLQ"
"716";"NET GREEN Group";"Education";4260;150;2640000;"2021-01-26";"http://www.youtube.com/channel/UCvIO8GJV_fMlo3UTkHhJPYA"
"717";"Tonkica";"Gaming";4260;214;183000;"2020-08-16";"http://www.youtube.com/channel/UC6-q2OekWGu_ekXqIpJIMQQ"
"718";"HD Televizija";"Science & Technology";4250;288;4390000;"2019-11-13";"http://www.youtube.com/channel/UC4Q9UGbQ0zUBQMvzOOJ7UeQ"
"719";"AVON Hrvatska";"Howto & Style";4220;517;2070000;"2021-05-16";"http://www.youtube.com/channel/UCey-DEttNXVRWtxLgzc7hCw"
"720";"continentalfilm";"Film and Animation";4210;516;12500000;"2021-04-29";"http://www.youtube.com/channel/UCoaEaskmEsGw_1v-8knDlXQ"
"721";"Milan Club Milanistra";"Sports";4200;155;1360000;"2021-06-06";"http://www.youtube.com/channel/UC17oMuGvqVEdg30iP9tdvoA"
"722";"Pavle Balenovic";"Pets & Animals";4190;142;1840000;"2021-03-02";"http://www.youtube.com/channel/UC_K4lW8wR7cqzohyaUK0Ucw"
"723";"Greyp Bikes";"Autos & Vehicles";4190;15;1130000;"2020-10-26";"http://www.youtube.com/channel/UCnWWLtaive_Z_c_h45sXMdg"
"724";"Lule";"Entertainment";4160;112;320000;"2020-09-01";"http://www.youtube.com/channel/UCvxexaeR_I90E_Wz76uNhLQ"
"725";"garethtrooper";"Autos & Vehicles";4150;6113;2220000;"2021-06-15";"http://www.youtube.com/channel/UCz62vxgJey_qT8YRGn7x0Ag"
"726";"A<U+0488><U+0488><U+0488> M<U+0488> I<U+0488><U+0488>..-8p-..R<U+0488> S<U+0488>..<U+0001F1F7><U+0001F1FA>";"People & Blogs";4140;25;31900;"2021-02-12";"http://www.youtube.com/channel/UC7-AA2nRJGgUGQDZsKXwbuw"
"727";"Project Ayano";"Music";4130;30;744000;"2021-03-31";"http://www.youtube.com/channel/UCJ1h02r2rVtYm7PgUAP3tmg"
"728";"Revival EDM";"Music";4120;104;954000;"2019-02-05";"http://www.youtube.com/channel/UCtBrCzK3N7tSF70IMwyt67w"
"729";"Papy CRO";"Gaming";4110;271;248000;"2020-08-25";"http://www.youtube.com/channel/UCG44ckbdbIOhpNxX1zPqXJg"
"730";"marinacsmrad";"Gaming";4110;248;224000;"2021-04-10";"http://www.youtube.com/channel/UCvAt2hUNI5K6fQDpFLds8kQ"
"731";"Èajopedija Zdravlja";"Education";4100;56;782000;"2021-05-05";"http://www.youtube.com/channel/UCH2CUUF_L5jKGjDZcSjXTjg"
"732";"Ivan Breliæ";"Autos & Vehicles";4090;263;4850000;"2021-05-14";"http://www.youtube.com/channel/UC9C7GC5Oog63trELLG8hNkQ"
"733";"RockBex";"Gaming";4090;498;310000;"2021-01-12";"http://www.youtube.com/channel/UC7Q4XqojYpcMHTMNsVdwKCg"
"734";"Drakesden";"Gaming";4090;117;569000;"2021-01-03";"http://www.youtube.com/channel/UCdPliAvPNBi-dKMsmJPZ8ig"
"735";"Marko Bik";"Entertainment";4070;238;3050000;"2021-03-11";"http://www.youtube.com/channel/UCslONGcoLu5axfXWu7Oga1A"
"736";"Antemurale Christianitatis";"News & Politics";4050;159;1130000;"2021-05-14";"http://www.youtube.com/channel/UC0Z6FXyk85JkH5csTVAWJCw"
"737";"Milan Karakas";"Education";4030;283;1270000;"2021-04-29";"http://www.youtube.com/channel/UCXhlGsmGJZ3m5GgTE8xuc_Q"
